"disease","sex","ageClass","burdenType","value"
"RTIs","M","ageClass5","daly",1055.58622240749
"RTIs","M","ageClass5","deaths",26.2528029376878
"RTIs","M","ageClass5","yld",310.622818280528
"RTIs","M","ageClass5","yll",744.963404126958
"RTIs","M","ageClass6","daly",344.129727530525
"RTIs","M","ageClass6","deaths",12.2591792656587
"RTIs","M","ageClass6","yld",129.982687167674
"RTIs","M","ageClass6","yll",214.147040362851
"RTIs","M","ageClass7","daly",125.796316186931
"RTIs","M","ageClass7","deaths",7.14495673586981
"RTIs","M","ageClass7","yld",49.5647880815789
"RTIs","M","ageClass7","yll",76.2315281053523
"RTIs","M","ageClass8","daly",40.4021016078495
"RTIs","M","ageClass8","deaths",4.94123778501629
"RTIs","M","ageClass8","yld",14.8506901053897
"RTIs","M","ageClass8","yll",25.5514115024598
